code,open,close,high,low,volume,money,pct_change,tradDays,date
600178.XSHG,7.17,7.22,7.56,7.13,38656263.0,281662965.55,0.0003984700803427721,5,2021-01-24
600179.XSHG,4.29,4.04,4.34,3.98,31791835.0,132008714.89,-0.002897071170861465,4,2020-12-27
600179.XSHG,4.04,4.01,4.18,3.96,22579579.0,91239379.06,-0.00030087958000024617,4,2021-01-03
600179.XSHG,3.95,4.03,4.11,3.57,52911893.0,205242697.77000004,0.00019527939000663075,5,2021-01-10
600179.XSHG,4.03,4.0,4.05,3.81,30746527.0,120312550.63999999,-0.0003022607073159822,5,2021-01-17
600179.XSHG,3.99,4.11,4.16,3.94,30400002.0,122559940.99,0.001099969844973847,5,2021-01-24
600180.XSHG,5.84,5.3,5.84,5.22,11891140.0,65005820.86,-0.005491004499999952,4,2020-12-27
600180.XSHG,5.33,5.21,5.35,5.16,12180598.0,63872849.940000005,-0.0009004095590393613,4,2021-01-03
600180.XSHG,5.22,5.13,5.3,4.89,18263701.0,94184418.37,-0.0008015800677541041,5,2021-01-10
600180.XSHG,5.13,5.34,5.37,4.88,22223638.0,113308654.51,0.0020980216797206186,5,2021-01-17
600180.XSHG,5.34,5.05,5.41,5.0,13328723.0,69491202.00999999,-0.0028970712307953006,5,2021-01-24
600182.XSHG,15.77,16.2,16.96,15.31,9132093.0,146782869.32,0.0027599293576232586,4,2020-12-27
600182.XSHG,16.0,15.29,16.14,14.68,8841479.0,136132976.17999998,-0.009096586646164195,4,2021-01-03
600182.XSHG,15.36,14.3,15.4,13.87,10365384.0,151862482.51,-0.00988390657446625,5,2021-01-10
600182.XSHG,14.19,14.55,14.61,13.98,5894282.0,84132568.28999999,0.0024937943236780225,5,2021-01-17
600182.XSHG,14.54,14.25,14.78,14.25,5771452.0,83416341.66,-0.003002165392633538,5,2021-01-24
600183.XSHG,26.9,27.5,27.64,25.0,128174786.0,3348825524.6299996,0.0029308108230126084,4,2020-12-27
600183.XSHG,27.3,28.16,28.66,27.26,117836600.0,3303624445.84,0.006583107846786396,4,2021-01-03
600183.XSHG,28.8,29.2,29.45,27.33,243043923.0,6838950788.55,0.010307778741423412,5,2021-01-10
600183.XSHG,29.5,28.88,30.45,28.21,246922633.0,7315881118.969999,-0.003375187071628094,5,2021-01-17
600183.XSHG,28.37,26.25,29.48,25.6,192676601.0,5281635800.15,-0.026157919524758766,5,2021-01-24
600184.XSHG,10.69,10.7,11.0,10.1,28489465.0,302712455.02000004,-0.0005158271146143978,4,2020-12-27
600184.XSHG,10.73,11.29,11.34,10.4,29241189.0,318957643.49,0.005898680320952421,4,2021-01-03
600184.XSHG,11.4,11.91,13.61,11.38,109883841.0,1375351777.09,0.0061255136839470925,5,2021-01-10
600184.XSHG,11.92,12.14,13.93,11.71,108081684.0,1370988454.7900002,0.0021951964700199778,5,2021-01-17
600184.XSHG,12.4,13.07,13.67,12.35,132949651.00000001,1741203027.1100001,0.009266809096940776,5,2021-01-24
600185.XSHG,7.56,7.1,8.61,6.94,345289179.0,2662356525.29,-0.004646556169937255,4,2020-12-27
600185.XSHG,6.96,6.46,7.19,6.43,282966425.0,1926058079.8600001,-0.00644373992140812,4,2021-01-03
600185.XSHG,6.1,5.55,6.19,5.11,550297084.0,3174931123.16,-0.009075317683974515,5,2021-01-10
600185.XSHG,5.47,7.5,7.94,5.26,573499653.0,3777172916.7699995,0.01963130970817173,5,2021-01-17
600185.XSHG,7.06,6.33,7.65,6.23,572789869.0,3958856632.8600006,-0.0116514032346412,5,2021-01-24
600186.XSHG,2.88,2.83,2.99,2.79,68740347.0,197932627.58,-0.0005004996400577166,4,2020-12-27
600186.XSHG,2.82,2.82,2.94,2.8,60680823.0,172841396.74,-0.00010068008395691663,4,2021-01-03
600186.XSHG,2.82,2.85,3.13,2.75,205839624.0,606057886.3299999,0.0002952554427195775,5,2021-01-10
600186.XSHG,2.81,2.67,2.86,2.6,93667536.0,255646552.11,-0.0018001098199684762,5,2021-01-17
600186.XSHG,2.66,2.64,2.75,2.61,56129818.0,149195202.35,-0.0003001899729908608,5,2021-01-24
600187.XSHG,2.4,2.39,2.42,2.34,37980334.0,90410307.32999998,-0.0003002099569939798,4,2020-12-27
600187.XSHG,2.39,2.5,2.54,2.38,48575914.0,118107034.35000001,0.0011002600159999432,4,2021-01-03
600187.XSHG,2.48,2.59,2.59,2.3,109166325.0,266483529.35000002,0.0008971216197406484,5,2021-01-10
600187.XSHG,2.61,2.41,2.61,2.33,162892392.0,400415291.37999994,-0.0017992897421513776,5,2021-01-17
600187.XSHG,2.4,2.34,2.51,2.33,90468727.0,217799693.93,-0.0007001698450272986,5,2021-01-24
600188.XSHG,10.54,10.5,10.6,9.9,146349862.0,1498189466.4799995,-0.0018278981433881292,4,2020-12-27
600188.XSHG,10.55,10.07,10.79,9.89,147121264.0,1507435901.1600003,-0.00430382848432509,4,2021-01-03
600188.XSHG,10.06,10.32,10.51,9.86,205099980.0,2079141734.4,0.002498393779273078,5,2021-01-10
600188.XSHG,10.24,10.0,10.25,9.83,143608241.0,1435255011.35,-0.00320566346965645,5,2021-01-17
600188.XSHG,10.04,9.89,10.5,9.86,172148748.0,1746608943.7299998,-0.0011107787254529544,5,2021-01-24
600189.XSHG,11.08,10.04,11.9,9.73,239331296.0,2551954410.3399997,-0.012153968168929774,4,2020-12-27
600189.XSHG,10.24,14.69,14.69,10.24,236780985.0,3078959282.63,0.04731386777540014,4,2021-01-03
600189.XSHG,15.5,15.96,17.14,13.61,375062926.0,5649531359.4,0.012432804493454741,5,2021-01-10
600189.XSHG,15.93,15.12,18.57,14.14,334239754.99999994,5448298683.559999,-0.008684441123676945,5,2021-01-17
600189.XSHG,14.87,14.1,15.9,13.63,245411950.0,3606554101.2899995,-0.010372354441638754,5,2021-01-24
600190.XSHG,2.95,2.9,2.96,2.86,16170445.0,47081827.91000001,-0.0006000799939993584,4,2020-12-27
600190.XSHG,2.9,3.03,3.09,2.89,42786004.0,129033779.37,0.0012994896669729084,4,2021-01-03
600190.XSHG,3.33,3.0,3.47,2.94,134168499.0,431741811.90999997,-0.000307302919014929,5,2021-01-10
600190.XSHG,2.99,2.94,3.05,2.9,35300158.0,104307966.27000001,-0.0006000700000000636,5,2021-01-17
600190.XSHG,2.94,2.93,2.97,2.92,24914736.0,73298077.69,-0.00010010999099818729,5,2021-01-24
600191.XSHG,6.21,5.5,6.29,5.26,128226739.0,740969187.3100001,-0.007782016894420041,4,2020-12-27
600191.XSHG,5.5,7.02,7.02,5.47,233294926.0,1506366380.75,0.015257302306784126,4,2021-01-03
600191.XSHG,6.9,5.99,7.01,5.81,239722969.0,1576909495.67,-0.01026128715404484,5,2021-01-10
600191.XSHG,6.1,5.73,6.2,5.38,114104328.00000001,662551898.2900001,-0.0026176881160389076,5,2021-01-17
600191.XSHG,5.61,5.53,6.08,5.51,88799257.0,509625898.6,-0.0020013281318022047,5,2021-01-24
600192.XSHG,4.9,5.13,5.24,4.79,27583136.0,137875088.72,0.002198386899836091,4,2020-12-27
600192.XSHG,5.16,5.21,5.34,5.02,44809657.0,233030462.82,0.0007966180088718744,4,2021-01-03
600192.XSHG,5.21,4.83,5.26,4.78,34456344.0,174531568.45,-0.0037952321759524565,5,2021-01-10
600192.XSHG,4.83,4.64,4.83,4.5,17460730.0,81358244.94,-0.0019009682041600806,5,2021-01-17
600192.XSHG,4.6,4.64,4.73,4.58,11301709.0,52676545.55,-3.2004798877771634e-07,5,2021-01-24
600193.XSHG,5.0,4.8,5.01,4.73,2812485.0,13581008.56,-0.0017994697480286925,4,2020-12-27
600193.XSHG,4.8,4.72,4.85,4.6,2545389.0,11998949.61,-0.0008002797280384222,4,2021-01-03
600193.XSHG,4.77,4.7,5.02,4.61,5820870.0,27935253.130000003,-0.00020126920010909988,5,2021-01-10
600193.XSHG,4.72,4.69,4.75,4.56,3580802.0,16613222.65,-0.0001003899909730599,5,2021-01-17
600193.XSHG,4.72,4.86,4.91,4.61,3521972.0,16656213.090000002,0.0017001097430409118,5,2021-01-24
600195.XSHG,12.69,12.3,13.18,12.17,58871037.000000015,747170453.4200001,-0.004298680935729937,4,2020-12-27
600195.XSHG,12.37,12.81,12.85,11.91,62189765.0,769962266.69,0.005080947991786378,4,2021-01-03
600195.XSHG,12.83,12.89,13.57,12.71,86030130.0,1130258318.76,0.0007792439301768095,5,2021-01-10
600195.XSHG,12.89,12.26,12.89,11.96,80893309.0,1003215768.4499998,-0.006312222916294519,5,2021-01-17
600195.XSHG,12.28,12.76,13.08,12.2,94117548.0,1189928880.46,0.0049966162783576795,5,2021-01-24
600196.XSHG,55.99,55.69,58.88,55.5,251340743.0,14382599387.359999,-0.006940090253619968,4,2020-12-27
600196.XSHG,55.88,53.99,56.5,51.01,204785924.0,10903775093.680002,-0.017541937349012104,4,2021-01-03
600196.XSHG,52.99,52.37,53.88,51.81,218538089.0,11506932294.220001,-0.01632257205065335,5,2021-01-10
600196.XSHG,52.3,50.1,52.3,48.7,180309784.0,9068665620.52,-0.022869647634746415,5,2021-01-17
600196.XSHG,49.99,51.74,51.85,49.2,160634679.0,8119114271.91,0.016432526614057474,5,2021-01-24
600197.XSHG,29.51,26.62,35.45000000000001,25.6,234195989.0,7095808614.98,-0.033536614666431985,4,2020-12-27
600197.XSHG,26.5,28.26,29.35,26.5,147338241.0,4153600665.050001,0.01613654142560006,4,2021-01-03
600197.XSHG,28.17,29.23,32.47,28.17,188586917.0,5673423237.299999,0.00925261398587085,5,2021-01-10
600197.XSHG,28.7,24.54,28.7,23.85,126241879.0,3315356734.84,-0.046461163816443385,5,2021-01-17
600197.XSHG,24.31,24.0,25.4,23.2,77357644.0,1887026536.91,-0.005467226571722605,5,2021-01-24
600198.XSHG,11.62,10.57,11.73,10.56,102705262.0,1145536984.0600002,-0.011959875017427901,4,2020-12-27
600198.XSHG,10.4,10.29,10.88,9.88,109793985.0,1132141783.6100001,-0.002835370825148842,4,2021-01-03
600198.XSHG,10.16,10.23,11.08,10.0,110508840.00000001,1148102545.71,-0.0006186864637226508,5,2021-01-10
600198.XSHG,10.2,9.21,10.45,8.890000000000002,96775543.0,931140407.3599999,-0.010177549197645352,5,2021-01-17
600198.XSHG,9.25,9.18,9.57,9.14,53611491.0,500262118.28999996,-0.00030600473203712397,5,2021-01-24
600199.XSHG,18.0,19.77,22.53,17.61,523374275.0,10505817127.85,0.011070338856775885,4,2020-12-27
600199.XSHG,19.02,19.41,22.29,18.85,474897457.0,9727433576.84,-0.003933310990762107,4,2021-01-03
600199.XSHG,19.41,18.76,21.8,18.0,398426389.0,7857333573.389999,-0.006679019822940835,5,2021-01-10
600199.XSHG,18.6,15.71,18.63,15.05,248246537.0,4187419009.44,-0.030294535817884882,5,2021-01-17
600199.XSHG,15.72,15.41,16.88,14.05,272285859.0,4280864983.2400002,-0.0031803749547515414,5,2021-01-24
600200.XSHG,5.3,5.33,5.62,5.27,37069814.0,201559339.84999996,-0.00020410636832213225,4,2020-12-27
600200.XSHG,5.32,5.38,5.56,5.3,25612450.0,138418674.57999998,0.0004998299789999994,4,2021-01-03
600200.XSHG,5.37,5.12,5.41,4.95,39329422.0,205671093.43,-0.002600528621980569,5,2021-01-10
600200.XSHG,5.1,4.91,5.12,4.76,29291147.0,143502785.59,-0.002101178283128946,5,2021-01-17
600200.XSHG,4.92,4.95,5.14,4.86,32837048.0,163027963.77,0.00039851990637451706,5,2021-01-24
600201.XSHG,21.69,20.93,22.02,20.74,39700707.0,846695586.7400001,-0.009376308236655917,4,2020-12-27
600201.XSHG,20.88,20.89,21.37,20.35,41462672.0,863263351.18,-0.00042170672545605026,4,2021-01-03
600201.XSHG,20.95,19.66,22.24,19.49,114870626.0,2385778157.8799996,-0.012321015970368498,5,2021-01-10
600201.XSHG,19.53,19.65,20.37,18.54,91353123.0,1767657378.6999998,-0.0001323643346872183,5,2021-01-17
600201.XSHG,19.52,21.0,21.8,19.52,136765264.0,2839016204.330001,0.013501650132773158,5,2021-01-24
600202.XSHG,4.23,4.26,4.28,4.09,11202788.0,46884748.56,0.0002978897580530049,4,2020-12-27
600202.XSHG,4.26,4.21,4.3,4.15,9372769.0,39495661.29,-0.0005001300070001102,4,2021-01-03
600202.XSHG,4.23,3.93,4.26,3.85,13079525.0,53272302.63000001,-0.0027974306382183567,5,2021-01-10
600202.XSHG,3.92,3.74,3.93,3.56,11636921.0,43501735.45,-0.0018999390640001002,5,2021-01-17
600202.XSHG,3.73,3.71,3.82,3.7,8177310.0,30833946.89,-0.0003004201000073037,5,2021-01-24
600203.XSHG,9.39,9.64,10.12,9.26,36197682.0,351283586.5899999,0.0028934930507569234,4,2020-12-27
600203.XSHG,9.63,9.94,10.25,9.25,29952988.0,291781478.49,0.0029874882776674827,4,2021-01-03
600203.XSHG,10.1,9.43,10.1,9.15,31312672.0,302112415.87,-0.005094702690979558,5,2021-01-10
600203.XSHG,9.43,9.51,9.86,9.17,31276112.0,296741422.19,0.0007893284654967303,5,2021-01-17
600203.XSHG,9.51,9.43,9.82,9.16,28164335.0,268667864.51,-0.0008041960019580241,5,2021-01-24
600206.XSHG,14.13,13.8,14.2,13.52,54431236.0,755624534.03,-0.0040223379984895,4,2020-12-27
600206.XSHG,13.8,13.36,13.87,12.95,55852471.0,738909541.79,-0.004420296721810102,4,2021-01-03
600206.XSHG,13.35,12.96,13.68,12.56,82935427.0,1095454345.52,-0.004012932697157634,5,2021-01-10
600206.XSHG,12.91,13.05,13.45,12.73,82449960.0,1080411047.89,0.0008949873929500196,5,2021-01-17
600206.XSHG,13.3,13.61,14.33,13.21,134805561.0,1845182018.3799999,0.0055899179907659136,5,2021-01-24
600207.XSHG,6.36,6.99,7.54,6.06,165751925.0,1114741411.38,0.0058946368744521305,4,2020-12-27
600207.XSHG,6.85,6.69,7.44,6.18,164902403.0,1114821479.4099998,-0.00302685663687996,4,2021-01-03
600207.XSHG,6.58,6.03,6.97,5.91,133954812.0,875290030.9100001,-0.006603328172016809,5,2021-01-10
600207.XSHG,6.3,5.84,6.31,5.4,70090880.0,408222232.65,-0.0019050292747414543,5,2021-01-17
600207.XSHG,5.75,5.71,5.99,5.67,45766542.0,266886227.21999997,-0.0013035283562674582,5,2021-01-24
600208.XSHG,3.16,3.1,3.19,3.04,164927910.0,514789235.45,-0.0006999799720025512,4,2020-12-27
600208.XSHG,3.09,3.1,3.14,3.02,132946205.0,408882443.82000005,-6.999400004037426e-08,4,2021-01-03
600208.XSHG,3.09,3.08,3.1,2.99,200124977.00000003,611663448.01,-0.0002000299920004167,5,2021-01-10
600208.XSHG,3.07,3.1,3.12,3.01,192661273.0,589335485.34,0.0001999399920005196,5,2021-01-17
600208.XSHG,3.11,3.08,3.22,3.08,214270760.0,672286805.43,-0.00020030003999715884,5,2021-01-24
600209.XSHG,4.77,4.6,4.77,4.21,10756704.0,48629327.08,-0.0017037236970698366,4,2020-12-27
600209.XSHG,4.6,4.53,4.83,4.48,6791289.0,31364626.06,-0.0007002499330036605,4,2021-01-03
600209.XSHG,4.54,3.94,4.56,3.76,17553713.0,72275554.41000001,-0.005888915415666385,5,2021-01-10
600209.XSHG,3.93,4.01,4.1,3.62,14209600.0,55408230.46000001,0.0006945279245582636,5,2021-01-17
600209.XSHG,4.14,3.97,4.34,3.93,13255957.0,55048999.18,-0.00040304687272185724,5,2021-01-24
600210.XSHG,4.35,4.27,4.36,4.18,23995918.0,102483724.77,-0.0010003697139160384,4,2020-12-27
600210.XSHG,4.26,4.35,4.43,4.23,30294950.0,131290740.28999999,0.0007997898119840308,4,2021-01-03
600210.XSHG,4.36,4.32,4.49,4.26,51628420.0,226977585.27999997,-0.0003008300448551493,5,2021-01-10
600210.XSHG,4.33,4.29,4.37,4.25,35414642.0,152214998.43,-0.00030052985298045787,5,2021-01-17
600210.XSHG,4.28,4.4,4.81,4.28,113945093.0,517384533.71000004,0.0010979189729214411,5,2021-01-24
600211.XSHG,69.6,66.87,74.34999999999998,66.71,43970584.0,3080143671.83,-0.024152680366659962,4,2020-12-27
600211.XSHG,65.01,67.28,70.0,64.8,27025940.0,1807051937.1,0.0037520730894049503,4,2021-01-03
600211.XSHG,68.0,65.8,71.71,65.4,46029935.99999999,3155506405.8199997,-0.01584360755188441,5,2021-01-10
600211.XSHG,66.66,61.73,66.67,60.3,29483644.0,1842000285.0900002,-0.04052415728714431,5,2021-01-17
600211.XSHG,61.72,63.46,64.16,60.7,22104960.0,1376298397.62,0.017277593007791303,5,2021-01-24
600212.XSHG,3.08,3.05,3.1,3.03,7253549.0,22160867.76,-0.00030000999699997255,4,2020-12-27
600212.XSHG,3.04,3.19,3.24,3.03,10038776.0,31693966.849999998,0.0014003599439837977,4,2021-01-03
600212.XSHG,3.27,3.29,3.67,3.16,30774300.999999993,104446376.6,0.0009953657285763917,5,2021-01-10
600212.XSHG,3.24,3.14,3.29,3.01,17724296.0,55086445.61000001,-0.001500719104000181,5,2021-01-17
600212.XSHG,3.23,3.34,3.41,3.21,15585549.0,51276655.88999999,0.0020010498698022072,5,2021-01-24
600213.XSHG,8.65,9.28,10.22,8.42,107787111.0,999141632.1899999,0.00527198428800002,4,2020-12-27
600213.XSHG,9.1,9.05,9.57,8.19,96217595.0,867115377.42,-0.0023520895014877974,4,2021-01-03
600213.XSHG,9.11,7.92,9.53,7.8,96461205.0,834239302.9499999,-0.01126174753611997,5,2021-01-10
600213.XSHG,8.2,6.94,8.25,6.75,67129299.0,498220216.95000005,-0.009789406023568148,5,2021-01-17
600213.XSHG,6.9,6.98,7.27,6.8,38972442.0,274186953.14,0.0003987297862255712,5,2021-01-24
600215.XSHG,5.39,5.56,5.61,5.27,5859840.0,32002090.830000002,0.001296608405092936,4,2020-12-27
600215.XSHG,5.54,5.4,5.63,5.33,4182671.0,22850503.270000003,-0.0016002897960000206,4,2021-01-03
600215.XSHG,5.4,5.15,5.41,5.07,8748675.0,45611462.36,-0.0024985293996687696,5,2021-01-10
600215.XSHG,5.12,5.12,5.27,5.05,5617367.0,28926757.9,-0.0003012997359999048,5,2021-01-17
600215.XSHG,5.1,5.06,5.15,5.06,5890648.0,30047793.910000004,-0.0005999299940008251,5,2021-01-24
600216.XSHG,14.0,13.19,14.31,13.08,67067470.0,915449280.2900001,-0.008287273520000027,4,2020-12-27
600216.XSHG,13.2,13.6,13.72,13.1,54267789.0,727289688.03,0.00410102944686086,4,2021-01-03
600216.XSHG,13.62,13.86,14.52,13.47,121813117.99999999,1716525362.5400002,0.00258592533155122,5,2021-01-10
600216.XSHG,13.87,13.59,13.99,13.26,78409801.0,1067555679.9100001,-0.002721283593579149,5,2021-01-17
600216.XSHG,13.57,14.52,14.75,13.46,107976246.0,1534912077.58,0.009329158144124383,5,2021-01-24
600217.XSHG,5.88,5.75,5.9,5.51,62677002.0,356990075.3000001,-0.0020047817077795127,4,2020-12-27
600217.XSHG,5.73,5.74,6.5,5.62,92558792.0,551559636.6700001,-0.0001057650399999277,4,2021-01-03
600217.XSHG,5.59,5.57,6.24,5.52,169345311.0,1001235182.5100001,-0.0017181672948023419,5,2021-01-10
600217.XSHG,5.58,5.36,5.65,5.17,64892863.0,348848432.57,-0.0021030659920748818,5,2021-01-17
600217.XSHG,5.32,5.28,5.48,5.12,42735560.0,226191904.77000004,-0.0008004997359055688,5,2021-01-24
600218.XSHG,9.8,9.69,10.08,9.22,56422197.0,547638685.0799999,-0.000109280991332672,4,2020-12-27
600218.XSHG,9.7,9.13,9.78,9.0,42930126.99999999,398119025.8299999,-0.005598693998087434,4,2021-01-03
600218.XSHG,9.16,8.73,9.32,8.36,59992664.0,533302201.75,-0.0040061333340065675,5,2021-01-10
600218.XSHG,8.63,8.74,8.960000000000003,8.4,38734040.0,335904741.15,9.440855041020768e-05,5,2021-01-17
600218.XSHG,8.69,8.48,8.890000000000002,8.47,30653154.0,267868738.70000002,-0.002601728469809328,5,2021-01-24
600219.XSHG,2.78,2.96,3.01,2.67,972047884.0,2820289179.16,0.0015969398562671877,4,2020-12-27
600219.XSHG,2.95,3.16,3.42,2.94,1620201206.0,5231359925.54,0.001997160479999982,4,2021-01-03
600219.XSHG,3.22,3.97,4.16,3.21,2705274333.0,9979758233.119999,0.008124112912755166,5,2021-01-10
600219.XSHG,3.95,3.59,4.1,3.51,1817390884.0,6851633185.539999,-0.0037958406826897884,5,2021-01-17
600219.XSHG,3.63,3.52,3.79,3.47,1395051063.0,5003061652.06,-0.0007023191307324872,5,2021-01-24
600220.XSHG,3.13,2.84,3.16,2.51,137766253.0,395194679.3699999,-0.002801109481876063,4,2020-12-27
600220.XSHG,2.85,2.85,2.94,2.69,232880353.0,650748689.21,9.81801442017094e-05,4,2021-01-03
600220.XSHG,2.83,2.3,2.84,2.19,237072309.0,577044811.08,-0.005490734685491883,5,2021-01-10
600220.XSHG,2.28,2.28,2.3,2.18,69807184.0,156362641.66,-0.00020051003196008832,5,2021-01-17
600220.XSHG,2.28,2.26,2.35,2.17,56192360.00000001,128625008.92999999,-0.00020027998597804686,5,2021-01-24
600221.XSHG,1.52,1.49,1.52,1.47,261508059.0,390649498.16,-0.00030000999699997255,4,2020-12-27
600221.XSHG,1.5,1.52,1.53,1.47,265199968.0,396663019.91999996,0.0002999299850017234,4,2021-01-03
600221.XSHG,1.51,1.43,1.52,1.39,516185090.0,750344878.9,-0.000899799984009575,5,2021-01-10
600221.XSHG,1.42,1.41,1.45,1.37,418609731.0,585071833.4399999,-0.00020013000999996589,5,2021-01-17
600221.XSHG,1.4,1.41,1.44,1.39,314488457.0,445678011.76,-4.999999969612645e-08,5,2021-01-24
600222.XSHG,5.2,5.0,5.41,4.95,26276785.0,136307219.22,-0.0022007078883781173,4,2020-12-27
600222.XSHG,4.99,5.01,5.05,4.95,10391806.0,52015535.13,9.977998400967358e-05,4,2021-01-03
600222.XSHG,5.02,4.95,5.14,4.86,27493990.0,137505406.33999997,-0.000602518969872512,5,2021-01-10
600222.XSHG,4.95,4.78,4.95,4.61,18215398.0,86706123.4,-0.0017009979880341364,5,2021-01-17
600222.XSHG,4.78,4.94,4.97,4.75,15530584.0,75600042.03,0.0016007901560106674,5,2021-01-24
600223.XSHG,11.19,9.19,11.19,8.84,150583108.0,1457136330.88,-0.02079027826991864,4,2020-12-27
600223.XSHG,9.19,8.52,9.19,8.25,80777471.0,690153059.02,-0.006706684969984056,4,2021-01-03
600223.XSHG,8.45,9.01,9.65,7.97,154576610.0,1356007247.38,0.004873273523457122,5,2021-01-10
600223.XSHG,8.98,9.48,10.38,8.98,190812857.0,1850824112.5700002,0.004645895998601546,5,2021-01-17
600223.XSHG,9.34,10.51,10.95,9.29,174317489.0,1755711175.92,0.010297620248396422,5,2021-01-24
600225.XSHG,1.38,1.41,1.42,1.32,31471033.999999996,43407115.67,9.964994300881713e-05,4,2020-12-27
600225.XSHG,1.43,1.36,1.44,1.34,18137771.0,25019532.169999998,-0.0005000600000000244,4,2021-01-03
600225.XSHG,1.38,1.23,1.4,1.18,37622561.0,47883409.519999996,-0.0012996998780288038,5,2021-01-10
600225.XSHG,1.23,1.23,1.24,1.08,37414773.0,43047304.43,-4.799839569136211e-07,5,2021-01-17
600225.XSHG,1.25,1.38,1.38,1.18,39250926.0,49987245.739999995,0.0015004497248252147,5,2021-01-24
600226.XSHG,1.76,1.71,1.78,1.63,83700025.0,142459582.87000003,-0.000500129946993999,4,2020-12-27
600226.XSHG,1.7,1.74,1.82,1.69,100375559.0,178543910.17,0.0002995500810001328,4,2021-01-03
600226.XSHG,1.72,1.63,1.81,1.59,125349622.0,212455844.83,-0.0010999398599946808,5,2021-01-10
600226.XSHG,1.66,1.95,2.0,1.65,219892970.00000003,406976568.06999993,0.003203982392689486,5,2021-01-17
600226.XSHG,1.95,1.82,1.98,1.79,111898456.0,208180015.84000003,-0.0012996499150216279,5,2021-01-24
600227.XSHG,2.8,2.77,2.82,2.7,24663852.0,68065970.46,-0.0003001599519999454,4,2020-12-27
600227.XSHG,2.77,2.8,2.81,2.73,20505481.0,56866206.769999996,0.0002999599879998094,4,2021-01-03
600227.XSHG,2.79,2.76,2.87,2.71,36833822.0,102809378.89999999,-0.0004004097840253351,5,2021-01-10
600227.XSHG,2.71,2.74,2.95,2.38,97303173.0,260234660.65,-0.0002057664791784708,5,2021-01-17
600227.XSHG,2.68,2.68,2.78,2.64,51925503.0,140449514.09,-0.0006000099940001169,5,2021-01-24
600228.XSHG,12.88,11.62,12.88,11.29,13095406.0,158489359.08999997,-0.012055650687999853,4,2020-12-27
600228.XSHG,11.34,11.03,11.66,10.52,12353135.0,136451643.87,-0.005900812464589733,4,2021-01-03
600228.XSHG,10.96,10.57,11.34,10.3,10292292.0,111280728.66999999,-0.004602623103061254,5,2021-01-10
600228.XSHG,10.57,10.67,11.15,10.16,10801671.0,114494547.75,0.0009775661590731843,5,2021-01-17
600228.XSHG,10.14,8.78,10.14,8.71,18229505.0,167167923.19000006,-0.018767992182866955,5,2021-01-24
600229.XSHG,6.98,6.74,6.98,6.66,6049674.0,41046629.92999999,-0.0023985699880756384,4,2020-12-27
600229.XSHG,6.68,6.74,6.78,6.6,6910526.0,46231501.279999994,-5.702000145380026e-07,4,2021-01-03
600229.XSHG,6.74,6.38,6.79,6.23,12420834.0,81076634.62,-0.0035970893252177394,5,2021-01-10
600229.XSHG,6.38,6.21,6.4,5.9,12202225.0,74613639.94,-0.0017048458919247667,5,2021-01-17
600229.XSHG,6.19,6.08,6.34,6.06,7132188.0,44183455.55,-0.0013002097070259344,5,2021-01-24
600230.XSHG,9.3,8.869999999999997,9.48,8.7,13908841.0,125676784.11000001,-0.005193649204138007,4,2020-12-27
600230.XSHG,9.1,9.09,9.47,8.48,32399792.000000004,294456264.15,0.002176686400783945,4,2021-01-03
600230.XSHG,9.08,8.6,9.44,8.43,25109075.0,226503042.08000004,-0.0048977974037404115,5,2021-01-10
600230.XSHG,8.6,8.2,8.6,7.86,18126293.0,148766693.89000005,-0.00400002166150204,5,2021-01-17
600230.XSHG,8.17,8.33,8.81,8.01,16256097.0,133895438.29999998,0.001297518704806322,5,2021-01-24
600231.XSHG,2.66,2.63,2.82,2.42,297061357.0,769696956.6500001,-1.149370093544988e-06,4,2020-12-27
600231.XSHG,2.59,2.51,2.62,2.43,159186920.0,400166939.38,-0.001200109717972131,4,2021-01-03
600231.XSHG,2.48,2.42,2.68,2.36,247708446.0,635173768.5799999,-0.0009016581839234039,5,2021-01-10
600231.XSHG,2.4,2.3,2.44,2.27,93692086.0,217925705.84000003,-0.0011998899080012393,5,2021-01-17
600231.XSHG,2.29,2.26,2.34,2.25,92805826.0,213204745.07000002,-0.0004001699759964561,5,2021-01-24
600232.XSHG,5.73,5.92,6.08,5.64,14248697.0,83668443.65,0.001997438001559715,4,2020-12-27
600232.XSHG,5.89,5.56,5.92,5.4,14705098.0,82471547.22,-0.003599426172816944,4,2021-01-03
600232.XSHG,5.56,5.33,5.65,5.25,11878540.0,64784132.6,-0.0022988596322079946,5,2021-01-10
600232.XSHG,5.35,5.32,5.37,5.01,8937430.0,46498590.66,-0.00010470939433282478,5,2021-01-17
600232.XSHG,5.3,5.19,5.37,5.17,8918577.0,46891055.599999994,-0.0013002495909580913,5,2021-01-24
600233.XSHG,12.27,11.41,12.52,11.32,57799121.0,692036295.16,-0.006993303965636466,4,2020-12-27
600233.XSHG,11.41,11.5,11.73,11.11,51555795.0,589323525.88,0.0008981691119702706,4,2021-01-03
600233.XSHG,11.5,12.09,12.75,11.38,147324436.0,1805938238.35,0.005825731313136462,5,2021-01-10
600233.XSHG,12.05,12.01,12.1,11.23,69430298.0,816913694.6199999,-0.0008110145416490022,5,2021-01-17
600233.XSHG,11.99,11.77,12.27,11.72,67119448.0,800136552.3799999,-0.0024086190003624885,5,2021-01-24
