code,open,close,high,low,volume,money,pct_change,tradDays,date
002312.XSHE,5.9,5.72,5.93,5.62,43985574.0,253799878.09999996,-0.0021009379355680924,4,2020-12-27
002312.XSHE,5.72,5.73,6.02,5.51,69657060.0,398167642.63000005,9.334754201595352e-05,4,2021-01-03
002312.XSHE,5.73,5.79,5.87,5.47,82810099.0,470690829.62,0.0005943531344845265,5,2021-01-10
002312.XSHE,5.74,5.73,5.82,5.5,64619488.0,364296912.25,-0.0006021891553759096,5,2021-01-17
002312.XSHE,5.78,6.74,6.8,5.78,167953947.0,1065078936.5900002,0.010133842525135828,5,2021-01-24
002313.XSHE,12.24,11.26,12.24,10.94,12534716.0,144104460.17000002,-0.009679491542051277,4,2020-12-27
002313.XSHE,11.37,11.83,11.85,11.04,10554987.0,122019119.85,0.005703731287999947,4,2021-01-03
002313.XSHE,11.78,10.95,11.83,10.5,13960565.0,155879663.33,-0.008786478899631578,5,2021-01-10
002313.XSHE,10.89,11.36,11.45,10.42,12717640.0,138793282.98,0.004092657366468577,5,2021-01-17
002313.XSHE,11.36,10.81,11.52,10.78,8429117.0,93902621.49999999,-0.0054935870936349,5,2021-01-24
002314.XSHE,3.21,3.13,3.23,3.09,26240032.0,82577618.88,-0.0007998300099999467,4,2020-12-27
002314.XSHE,3.11,4.14,4.14,3.08,112008701.0,442622638.7499999,0.010133212995989904,4,2021-01-03
002314.XSHE,4.15,3.6,4.51,3.45,333771958.0,1333779719.15,-0.005394845752781485,5,2021-01-10
002314.XSHE,3.6,3.63,3.87,3.38,136588959.0,491983156.08000004,0.0002981698132886734,5,2021-01-17
002314.XSHE,3.6,3.53,3.87,3.53,100782986.0,373077846.26,-0.0010017880123330825,5,2021-01-24
002315.XSHE,16.75,16.0,16.75,15.55,12893803.0,207841621.29999998,-0.007805329374899195,4,2020-12-27
002315.XSHE,15.9,16.52,16.58,15.57,13789114.0,222970649.20000005,0.005182615041743555,4,2021-01-03
002315.XSHE,16.63,15.89,16.68,15.6,18700461.0,302328208.8299999,-0.006292544049233295,5,2021-01-10
002315.XSHE,15.87,17.27,17.27,14.63,30841404.0,490239301.77000004,0.013678561024471625,5,2021-01-17
002315.XSHE,17.59,17.36,18.35,16.7,40297098.0,709481717.7900001,0.0008493922771382056,5,2021-01-24
002316.XSHE,4.16,3.94,4.16,3.9,25966402.999999996,104254707.16999999,-0.00219946925189074,4,2020-12-27
002316.XSHE,3.92,3.97,4.03,3.8,20184040.0,79136852.52000001,0.00029918971703590813,4,2021-01-03
002316.XSHE,3.98,3.52,4.06,3.37,36402658.0,135115169.12,-0.004495976458189999,5,2021-01-10
002316.XSHE,3.52,3.41,3.58,3.26,28445728.0,96262537.45000002,-0.0011025888347419022,5,2021-01-17
002316.XSHE,3.4,3.45,3.87,3.4,32920839.0,117824985.99000001,0.0003970772058852212,5,2021-01-24
002317.XSHE,12.4,11.38,12.65,11.36,50362713.0,603806016.09,-0.0113532513364063,4,2020-12-27
002317.XSHE,11.38,11.02,11.43,10.8,44925800.0,497424065.45000005,-0.0036048841153663025,4,2021-01-03
002317.XSHE,9.92,10.38,10.5,9.23,113640923.0,1117681172.5,-0.0064551839758801854,5,2021-01-10
002317.XSHE,10.37,9.5,10.48,9.3,67793423.0,679917942.78,-0.008779321826790198,5,2021-01-17
002317.XSHE,9.5,9.22,10.07,8.99,93145849.0,875002556.16,-0.002804452413859737,5,2021-01-24
002318.XSHE,10.5,10.88,11.04,10.2,94673737.0,1004148314.1600001,0.0028817936948095646,4,2020-12-27
002318.XSHE,10.84,10.9,11.2,10.39,98691299.0,1061943561.4199998,0.00018781719492477755,4,2021-01-03
002318.XSHE,11.08,12.18,12.65,10.98,222111047.0,2610018533.22,0.012822197223820497,5,2021-01-10
002318.XSHE,12.28,13.45,13.58,11.56,207371341.0,2611588200.45,0.012733106107527759,5,2021-01-17
002318.XSHE,13.4,13.1,13.83,12.74,173565901.0,2323245817.2900004,-0.0035173143075968305,5,2021-01-24
002319.XSHE,7.19,6.97,7.2,6.8,1469910.0,10346309.8,-0.00219843043196033,4,2020-12-27
002319.XSHE,6.8,6.86,6.97,6.63,1519111.0,10302727.31,-0.001103499999999924,4,2021-01-03
002319.XSHE,6.9,6.62,6.93,6.49,2783424.0,18535841.64,-0.002401788014307793,5,2021-01-10
002319.XSHE,6.58,6.41,6.69,5.86,3187820.0,19949879.28,-0.0021089692459510534,5,2021-01-17
002319.XSHE,6.45,6.94,7.07,6.45,4118812.0,28548433.000000004,0.005305595537399066,5,2021-01-24
002320.XSHE,9.09,9.3,9.97,9.01,38633156.0,360343248.06000006,0.0015901952584946866,4,2020-12-27
002320.XSHE,9.23,9.11,9.3,8.9,26853601.0,243626860.26999998,-0.0019047528255251578,4,2021-01-03
002320.XSHE,9.12,8.94,9.48,8.66,45250745.0,411047107.05,-0.001706809306746604,5,2021-01-10
002320.XSHE,8.83,8.36,8.949999999999998,8.3,28351015.0,242862296.72,-0.005790492724424001,5,2021-01-17
002320.XSHE,8.37,8.41,8.890000000000002,8.36,31923539.0,273613377.15000004,0.0004941716086765968,5,2021-01-24
002321.XSHE,3.79,3.89,4.02,3.53,173388998.0,644933401.63,0.0007961902524320497,4,2020-12-27
002321.XSHE,3.79,3.85,4.16,3.7,207031323.0,804253131.0599998,-0.0004031916341319386,4,2021-01-03
002321.XSHE,3.84,3.55,4.15,3.41,231427577.0,896367969.5600001,-0.0030004027034238323,5,2021-01-10
002321.XSHE,3.57,3.69,3.95,3.33,130520803.0,467392965.58000004,0.0013957080411977074,5,2021-01-17
002321.XSHE,3.7,3.45,3.83,3.42,90146263.0,321522830.64,-0.0023978608398774748,5,2021-01-24
002322.XSHE,11.82,11.26,11.82,11.15,11550113.0,132236842.89,-0.005598340829939152,4,2020-12-27
002322.XSHE,11.18,11.22,11.33,10.85,11150502.0,123555045.37,-0.0004054337655686746,4,2021-01-03
002322.XSHE,11.23,10.77,11.97,10.41,22931021.0,257014294.86,-0.004534140681867749,5,2021-01-10
002322.XSHE,10.78,10.6,10.79,10.1,15047633.0,156712664.66000003,-0.0017118346245582616,5,2021-01-17
002322.XSHE,10.57,10.57,10.93,10.44,13895876.0,148465699.41,-0.0003139760945097825,5,2021-01-24
002323.XSHE,2.94,2.69,2.98,2.51,11833603.0,32535576.22,-0.003397707398645977,4,2020-12-27
002323.XSHE,2.71,2.75,2.86,2.58,8186209.0,22856136.75,0.0005983694842770504,4,2021-01-03
002323.XSHE,2.77,2.82,2.87,2.69,4649960.0,12965171.17,0.0006994295369548986,5,2021-01-10
002323.XSHE,2.82,2.58,2.86,2.53,5381698.0,14305965.600000001,-0.002398000681914425,5,2021-01-17
002323.XSHE,2.58,2.61,2.64,2.48,6317487.0,16186541.619999997,0.0002998699489962231,5,2021-01-24
002324.XSHE,16.26,16.15,16.51,15.64,39986797.0,645882885.9900001,-0.0011187472741084337,4,2020-12-27
002324.XSHE,16.12,16.94,16.96,15.4,42436529.0,689280615.49,0.007889464865031837,4,2021-01-03
002324.XSHE,18.63,20.7,20.7,17.06,123792019.0,2380462695.0399995,0.038010259350277575,5,2021-01-10
002324.XSHE,20.67,19.55,20.72,18.5,63754256.0,1265284641.79,-0.011470164902985913,5,2021-01-17
002324.XSHE,20.0,19.83,21.5,19.63,76190562.0,1549585293.0800004,0.0026853215782749462,5,2021-01-24
002325.XSHE,2.87,2.6,2.87,2.53,44612481.0,119009849.96000001,-0.0026981801321225296,4,2020-12-27
002325.XSHE,2.61,2.6,2.63,2.55,20475427.0,53051878.03999999,-1.4998999753323972e-07,4,2021-01-03
002325.XSHE,2.58,2.34,2.61,2.22,68891762.0,165144977.60999998,-0.0025978304441907074,5,2021-01-10
002325.XSHE,2.32,2.25,2.33,2.12,50988029.0,112974926.50999999,-0.0009008294507940606,5,2021-01-17
002325.XSHE,2.26,2.27,2.38,2.24,42537644.0,98315139.69999999,0.00019932999202509905,5,2021-01-24
002326.XSHE,10.4,10.71,11.2,10.21,187598034.0,2006747741.38,0.0009706453147961813,4,2020-12-27
002326.XSHE,11.03,11.02,11.37,10.3,200758785.0,2178432408.09,0.003047600029474795,4,2021-01-03
002326.XSHE,11.03,10.31,11.54,10.02,157991362.0,1711723920.02,-0.007101814487502689,5,2021-01-10
002326.XSHE,10.05,9.38,10.17,9.11,92186323.0,873514026.61,-0.009291290250496242,5,2021-01-17
002326.XSHE,9.52,9.59,10.13,9.43,73887173.0,718408822.28,0.0020908401626527073,5,2021-01-24
002327.XSHE,7.61,7.35,7.76,7.28,14421670.0,108768542.6,-0.002997869624408067,4,2020-12-27
002327.XSHE,7.29,7.66,7.79,7.16,15813779.0,119327725.79,0.0031026399233839985,4,2021-01-03
002327.XSHE,7.67,7.64,7.82,7.33,20584634.0,156575177.21,-0.00020145999595666542,5,2021-01-10
002327.XSHE,7.64,7.38,7.64,7.04,21700060.0,158033724.26,-0.002602247136974656,5,2021-01-17
002327.XSHE,7.35,7.46,7.66,7.32,13266861.0,99511263.17,0.0007975500923664836,5,2021-01-24
002328.XSHE,5.3,4.94,5.33,4.91,41018089.0,209202920.3,-0.004095650603107792,4,2020-12-27
002328.XSHE,4.93,5.11,5.35,4.89,32183782.0,164048137.56,0.0017003697869766299,4,2021-01-03
002328.XSHE,5.21,4.79,5.3,4.71,40778344.00000001,205264929.37,-0.0031992662282821493,5,2021-01-10
002328.XSHE,4.78,4.56,4.78,4.32,39951288.0,181095417.02,-0.0023010469049595805,5,2021-01-17
002328.XSHE,4.56,4.85,5.39,4.51,75594700.0,377992279.31999993,0.0028910153390913074,5,2021-01-24
002329.XSHE,4.74,4.63,4.97,4.6,72482405.0,348826164.5199999,-0.0015024678481808662,4,2020-12-27
002329.XSHE,4.64,4.54,4.65,4.48,33965777.0,154708922.51999998,-0.0008999699110083803,4,2021-01-03
002329.XSHE,4.55,4.88,5.56,4.51,179279560.99999997,918117957.46,0.00339104788306388,5,2021-01-10
002329.XSHE,4.89,4.3,4.96,4.21,77086533.0,352747589.61,-0.005788458544707997,5,2021-01-17
002329.XSHE,4.28,4.3,4.45,4.26,40506730.0,176157924.93,-1.2301177060303203e-06,5,2021-01-24
002330.XSHE,7.1,6.61,7.21,6.52,26807699.999999996,183953210.0,-0.00548926859776,4,2020-12-27
002330.XSHE,6.6,6.71,6.84,6.58,16164877.0,107956275.44,0.0009981281237061435,4,2021-01-03
002330.XSHE,6.83,6.75,7.38,6.7,51206699.0,363882589.17999995,0.000378728176235299,5,2021-01-10
002330.XSHE,6.78,6.19,6.78,6.08,27871633.000000004,177310424.70999998,-0.005593363507574334,5,2021-01-17
002330.XSHE,6.18,6.31,6.43,6.14,16483519.0,103057028.38,0.0011997692737373278,5,2021-01-24
002331.XSHE,10.92,10.62,10.94,10.18,16988263.0,178611847.07,-0.0037192954270001133,4,2020-12-27
002331.XSHE,10.58,11.33,11.59,10.29,16700284.0,184789335.6,0.007111407200613096,4,2021-01-03
002331.XSHE,11.33,11.09,11.62,10.5,22832197.0,256076358.49,-0.0024320383950314772,5,2021-01-10
002331.XSHE,11.07,11.26,11.36,10.27,16196725.0,177951878.70999998,0.001691214232021121,5,2021-01-17
002331.XSHE,11.2,12.16,12.37,11.1,19388772.0,227473205.75,0.009026983766688534,5,2021-01-24
002332.XSHE,13.54,13.3,13.58,12.83,47808737.0,631801062.99,-0.002107473226040657,4,2020-12-27
002332.XSHE,13.29,13.36,13.5,12.91,35048626.0,462343787.79,0.0005930142560000018,4,2021-01-03
002332.XSHE,13.3,12.93,13.49,12.14,100231613.0,1282432246.41,-0.0043323024331456406,5,2021-01-10
002332.XSHE,12.92,11.7,12.93,11.38,68783449.0,827000944.0200001,-0.012250894437839777,5,2021-01-17
002332.XSHE,11.74,12.11,12.25,11.64,58109422.0,696415102.04,0.004098284410444464,5,2021-01-24
002333.XSHE,5.25,5.06,5.29,5.01,8861720.0,45407715.8,-0.002098560363976043,4,2020-12-27
002333.XSHE,5.1,5.08,5.15,5.02,5117200.0,25937316.0,0.00019987999200332673,4,2021-01-03
002333.XSHE,5.08,5.08,5.2,5.05,6743306.0,34526235.54000001,-5.799119654481544e-07,5,2021-01-10
002333.XSHE,5.08,5.0,5.08,4.75,8292271.0,41211715.43,-0.0008002498000000413,5,2021-01-17
002333.XSHE,5.12,5.03,5.25,4.97,8825361.0,45085887.370000005,0.0002987203479778433,5,2021-01-24
002334.XSHE,5.22,5.33,5.38,5.08,39576833.0,207003901.76,0.0010982784443698268,4,2020-12-27
002334.XSHE,5.31,5.35,5.4,5.05,45325894.0,237519313.26999998,0.0001958309830469851,4,2021-01-03
002334.XSHE,5.4,5.55,5.94,5.3,121099838.0,669264124.19,0.001999408337723052,5,2021-01-10
002334.XSHE,5.4,5.11,5.46,5.02,57345642.0,297768968.6,-0.004396549334237609,5,2021-01-17
002334.XSHE,5.13,5.27,5.5,5.04,77911295.0,409736186.00999993,0.0015964248257296365,5,2021-01-24
002335.XSHE,22.5,22.3,22.88,21.47,26244549.0,583973809.76,-0.005035741226830037,4,2020-12-27
002335.XSHE,22.45,22.34,23.12,22.06,27394501.999999996,618369345.46,0.0003635801994976706,4,2021-01-03
002335.XSHE,22.38,23.11,24.87,22.09,61891586.0,1473528164.32,0.00743690509157191,5,2021-01-10
002335.XSHE,23.01,22.57,23.75,22.46,36301422.0,833806065.6,-0.00541499579226401,5,2021-01-17
002335.XSHE,22.63,24.0,24.53,22.6,45094620.0,1050046491.0699997,0.014288761948198392,5,2021-01-24
002336.XSHE,3.95,3.9,3.96,3.78,2452797.0,9523460.4,-0.0006012695916977062,4,2020-12-27
002336.XSHE,3.88,3.92,3.96,3.82,2379346.0,9226214.05,0.00019974999800242976,4,2021-01-03
002336.XSHE,3.92,4.0,4.11,3.87,4375706.0,17542339.630000003,0.0007984501102222819,5,2021-01-10
002336.XSHE,3.93,4.13,4.16,3.91,3789379.0,15283766.23,0.0012992695789664221,5,2021-01-17
002336.XSHE,4.14,4.07,4.19,4.02,3368441.0,13745697.77,-0.0005999100039999483,5,2021-01-24
002337.XSHE,3.22,3.13,3.22,3.01,10508036.0,32826758.69,-0.001100619280000159,4,2020-12-27
002337.XSHE,3.15,3.23,3.28,3.07,14272801.0,45344014.89,0.0010001499499943112,4,2021-01-03
002337.XSHE,3.18,2.99,3.19,2.91,14040329.0,43153937.79,-0.00239789080388797,5,2021-01-10
002337.XSHE,2.97,2.96,3.0,2.82,12005873.0,34892324.83,-0.000300629904895211,5,2021-01-17
002337.XSHE,2.99,2.9,3.03,2.86,10495100.0,30945693.0,-0.0006001999339837472,5,2021-01-24
002338.XSHE,19.41,18.8,19.88,18.65,11114624.0,213302987.5,-0.00879208502912654,4,2020-12-27
002338.XSHE,18.8,19.11,19.27,17.85,14257005.0,264211709.0,0.0030507133293919964,4,2021-01-03
002338.XSHE,19.01,17.989999999999995,19.92,17.72,19234836.0,364435767.64,-0.01120499416652998,5,2021-01-10
002338.XSHE,17.95,17.739999999999995,18.51,16.79,20705241.0,364237067.96999997,-0.0025862644594241146,5,2021-01-17
002338.XSHE,17.61,17.24,18.2,17.15,13783837.0,245641832.14000002,-0.005024122270570919,5,2021-01-24
002339.XSHE,6.19,6.67,6.67,6.01,15804470.0,100119756.2,0.004790773625058531,4,2020-12-27
002339.XSHE,7.0,6.29,7.3,6.29,65874116.0,441349568.84000003,-0.0038055814110891095,4,2021-01-03
002339.XSHE,6.25,6.06,6.42,5.9,35370880.0,218207232.72000003,-0.002299648237388152,5,2021-01-10
002339.XSHE,6.05,5.95,6.21,5.85,22941692.0,137960965.99,-0.0011024686310254772,5,2021-01-17
002339.XSHE,5.96,5.92,6.16,5.9,13769861.0,82715068.86,-0.00030122020987266573,5,2021-01-24
002340.XSHE,6.21,6.7,6.74,6.05,2328837846.0,14895429167.65,0.0051043145244991095,4,2020-12-27
002340.XSHE,6.75,6.99,7.11,6.23,2157486939.0,14519998002.329996,0.002878329280355141,4,2021-01-03
002340.XSHE,7.22,9.15,9.15,7.14,3350031286.0,27104500524.139996,0.021766305314548484,5,2021-01-10
002340.XSHE,9.4,8.41,10.07,7.92,3608373248.0,31947491096.530006,-0.007411072155416365,5,2021-01-17
002340.XSHE,8.23,8.65,8.9,7.79,2531712929.0,21042694478.43,0.002382416129895981,5,2021-01-24
002341.XSHE,3.57,3.49,3.75,3.34,62405213.0,219824579.92000002,-0.0010999198839903856,4,2020-12-27
002341.XSHE,3.5,3.51,3.55,3.38,40993840.0,141788717.0,0.00019943980799985717,4,2021-01-03
002341.XSHE,3.5,2.92,3.59,2.67,138929800.0,433127898.03999996,-0.005891329882412588,5,2021-01-10
002341.XSHE,2.92,3.19,3.3,2.75,177617508.0,536039843.79999995,0.0026937002707327906,5,2021-01-17
002341.XSHE,3.2,3.16,3.41,3.08,191583902.0,614775285.7299999,-0.0003022887242803973,5,2021-01-24
002342.XSHE,3.79,3.6,4.24,3.55,298244771.0,1175931672.49,-0.0024039335417814778,4,2020-12-27
002342.XSHE,3.57,4.2,4.2,3.44,232877692.0,894708386.2,0.006002382471379963,4,2021-01-03
002342.XSHE,4.3,5.87,6.63,4.3,956668304.0,5403222175.400001,0.01678749960768866,5,2021-01-10
002342.XSHE,6.09,5.22,6.5,4.92,1052260788.0,6034633590.67,-0.006561267469889498,5,2021-01-17
002342.XSHE,5.11,4.58,5.34,4.55,585281597.0,2894280613.0699997,-0.006389182828981599,5,2021-01-24
002343.XSHE,6.62,6.07,6.63,6.05,24520679.0,154462781.45999998,-0.005792079999999977,4,2020-12-27
002343.XSHE,6.09,6.44,6.52,5.89,24800735.0,152808895.75000003,0.003699249485004774,4,2021-01-03
002343.XSHE,6.38,5.86,6.55,5.63,38662495.0,236969607.81,-0.005792008423044059,5,2021-01-10
002343.XSHE,5.81,5.65,5.88,5.44,29351192.0,164779651.46,-0.002102317418200106,5,2021-01-17
002343.XSHE,5.66,5.58,5.93,5.55,29033530.0,166806525.65,-0.0007030874971478696,5,2021-01-24
002344.XSHE,4.06,3.95,4.06,3.89,21332930.0,84769724.42,-0.0012003894979472074,4,2020-12-27
002344.XSHE,3.92,4.09,4.14,3.92,32337773.0,131470194.96,0.0013998696860313409,4,2021-01-03
002344.XSHE,4.08,3.9,4.11,3.82,33038719.999999996,131640121.03999999,-0.001899050041043182,5,2021-01-10
002344.XSHE,3.9,3.82,3.9,3.7,26747955.0,101312071.25000001,-0.0008007296678165243,5,2021-01-17
002344.XSHE,3.8,3.77,3.86,3.76,21932964.0,83712200.26,-0.0005001999399856238,5,2021-01-24
002345.XSHE,4.2,4.03,4.21,3.91,34878275.0,141138429.5,-0.0020012674531842967,4,2020-12-27
002345.XSHE,4.1,4.1,4.11,3.89,31291600.0,125176136.23999998,0.0006988194799999459,4,2021-01-03
002345.XSHE,4.05,3.79,4.1,3.63,48170178.99999999,185914484.05,-0.003098407064398234,5,2021-01-10
002345.XSHE,3.79,3.79,3.83,3.61,32195314.0,119839992.02000001,-1.1999799720552318e-07,5,2021-01-17
002345.XSHE,3.79,3.89,4.13,3.77,34191407.0,135478685.26999998,0.000998769276285394,5,2021-01-24
002346.XSHE,10.29,9.95,10.32,9.9,3245411.0,32676212.5,-0.003797428420389992,4,2020-12-27
002346.XSHE,10.0,9.31,10.0,9.03,5415524.0,50413336.91,-0.006402729935972906,4,2021-01-03
002346.XSHE,9.28,9.64,10.8,9.25,9911288.0,99953595.08000001,0.0032498009580956833,5,2021-01-10
002346.XSHE,9.54,9.56,9.76,9.07,5404429.0,50561951.14,-0.0008100591863179352,5,2021-01-17
002346.XSHE,9.51,9.47,9.58,9.32,4688902.0,44280298.84,-0.0009008191659921616,5,2021-01-24
002347.XSHE,4.33,4.23,4.35,4.08,17210749.0,72200033.25,-0.0010009197659684999,4,2020-12-27
002347.XSHE,4.23,4.3,4.49,4.11,32222396.0,138120865.35,0.0006995698850147392,4,2021-01-03
002347.XSHE,4.28,4.01,4.37,3.91,24239761.0,101034841.61,-0.0028976102952398275,5,2021-01-10
002347.XSHE,4.0,3.89,4.02,3.74,20020302.0,77193117.97,-0.0012012391373638076,5,2021-01-17
002347.XSHE,3.88,4.05,4.1,3.87,21073024.0,84036584.32000001,0.00160061991193583,5,2021-01-24
002348.XSHE,2.3,2.12,2.32,2.06,117444015.0,254988375.09000003,-0.001699679632038431,4,2020-12-27
002348.XSHE,2.14,2.09,2.15,2.06,72412817.0,151467204.47000003,-0.0003001299849999528,4,2021-01-03
002348.XSHE,2.08,1.83,2.09,1.75,143437031.0,273118567.34,-0.0025981699423294202,5,2021-01-10
002348.XSHE,1.82,1.88,1.88,1.74,76879143.0,138643931.38,0.000499549875040417,5,2021-01-17
002348.XSHE,1.89,1.86,2.3,1.86,277982005.0,574747342.0300001,-0.00020588957084255455,5,2021-01-24
002349.XSHE,4.81,5.02,5.11,4.81,24928476.0,124067258.33999999,0.0017984060463680507,4,2020-12-27
002349.XSHE,5.02,4.9,5.09,4.84,14059514.0,69764988.6,-0.0012000699219927302,4,2021-01-03
002349.XSHE,4.87,4.68,4.95,4.63,18284764.0,88094976.24000001,-0.0022013001399872056,5,2021-01-10
002349.XSHE,4.68,4.53,4.72,4.39,15568422.0,70298351.36000001,-0.0015008881974593047,5,2021-01-17
002349.XSHE,4.52,4.65,4.69,4.51,11877304.0,54744222.99999999,0.00120000988599811,5,2021-01-24
002350.XSHE,5.8,6.19,6.33,5.57,89754644.00000001,541472927.6800001,0.003194899362022552,4,2020-12-27
002350.XSHE,6.05,6.25,6.51,5.76,68987519.0,418159060.89,0.0005907680711361163,4,2021-01-03
002350.XSHE,6.24,6.3,6.42,5.84,81792927.0,502666888.07,0.000496415478521417,5,2021-01-10
002350.XSHE,6.27,5.39,6.28,5.3,56561433.0,325946306.83,-0.00908021238879686,5,2021-01-17
002350.XSHE,5.42,5.21,5.45,5.2,25587897.0,135244304.45000002,-0.0017991898920972638,5,2021-01-24
002351.XSHE,14.36,13.47,14.53,13.41,39929583.0,554977346.2,-0.010861501333895185,4,2020-12-27
002351.XSHE,13.47,13.42,13.57,12.81,37021838.0,489521501.5100001,-0.0005136589032399552,4,2021-01-03
002351.XSHE,13.45,13.23,14.15,12.9,50453456.0,682795098.52,-0.0019239177932126594,5,2021-01-10
002351.XSHE,13.27,13.8,13.86,12.88,53798904.0,719323351.53,0.005701484435524318,5,2021-01-17
002351.XSHE,13.8,12.88,13.92,12.85,54833500.0,732725748.7,-0.009172137898000088,5,2021-01-24
002352.XSHE,81.87,85.95,88.76999999999998,81.42,106250958.0,9124174569.93,0.0409318288090641,4,2020-12-27
002352.XSHE,85.47,88.23,88.9,83.9,84117927.0,7274674195.65,0.02278142489158297,4,2021-01-03
002352.XSHE,88.98999999999998,91.59,96.87,87.58,166947769.0,15354673035.62,0.03337724565227118,5,2021-01-10
002352.XSHE,91.62,87.9,94.98,86.65999999999998,119909021.0,10881475347.87,-0.03672022001207442,5,2021-01-17
002352.XSHE,87.59,100.39,101.83,86.59999999999998,128865605.0,12329840315.57,0.1294549251179351,5,2021-01-24
002353.XSHE,34.68,33.91,35.28,33.12,36669905.0,1247017196.6299999,-0.011475455145909752,4,2020-12-27
002353.XSHE,33.9,35.0,35.05,32.66,41861908.0,1414900791.56,0.010843982613786052,4,2021-01-03
002353.XSHE,34.83,37.45,38.56,33.11,99212587.0,3571085978.25,0.02418399878657773,5,2021-01-10
002353.XSHE,38.11,42.73,45.08,38.11,90316335.0,3786280452.72,0.05348860733310823,5,2021-01-17
002353.XSHE,42.73,46.51,46.65,41.96,60803176.0,2732961042.5699997,0.03826477106974835,5,2021-01-24
002354.XSHE,2.71,2.61,2.76,2.54,32954302.000000004,86584501.30000001,-0.0008999499190126548,4,2020-12-27
002354.XSHE,2.6,2.66,2.74,2.55,29922950.0,78656582.91,0.0004993799160357693,4,2021-01-03
002354.XSHE,2.71,2.65,2.73,2.54,24756174.0,65180126.230000004,-0.00010027992400485353,5,2021-01-10
002354.XSHE,2.65,2.84,2.92,2.62,37681557.0,105293294.11000001,0.0019008100129638272,5,2021-01-17
002354.XSHE,2.79,2.51,2.79,2.49,50033522.0,131063865.78999999,-0.0032963613920319323,5,2021-01-24
002355.XSHE,5.67,5.17,5.72,4.98,45569029.0,244932020.49,-0.004995955005040131,4,2020-12-27
002355.XSHE,5.03,4.97,5.15,4.83,43351691.0,215463674.62,-0.0020003675810162935,4,2021-01-03
002355.XSHE,5.02,4.51,5.04,4.35,47756649.0,222142856.49999997,-0.004594588444998826,5,2021-01-10
002355.XSHE,4.49,4.25,4.6,3.94,48119559.0,201237432.29000002,-0.002604603373679071,5,2021-01-17
002355.XSHE,4.2,4.94,5.05,4.19,66179483.0,314648530.78000003,0.00691451122345077,5,2021-01-24
002356.XSHE,1.12,1.06,1.12,1.0,24049860.0,25170561.630000003,-0.0005000799880000573,4,2020-12-27
002356.XSHE,1.06,1.06,1.09,1.04,9249410.0,9783382.9,-2.9998000083963916e-08,4,2021-01-03
002356.XSHE,1.11,1.07,1.17,1.06,25966461.0,28963650.43,9.958995903991408e-05,5,2021-01-10
002356.XSHE,1.06,0.89,1.08,0.88,35467257.0,33291672.119999997,-0.001798750415933914,5,2021-01-17
002356.XSHE,0.88,0.96,1.03,0.86,34117678.0,32613131.050000004,0.000700019959999798,5,2021-01-24
002357.XSHE,5.84,5.55,5.84,5.4,6910130.0,38538677.03999999,-0.0025997875164860407,4,2020-12-27
002357.XSHE,5.55,5.6,5.63,5.39,6383294.0,34958618.050000004,0.000498418667747913,4,2021-01-03
002357.XSHE,5.57,5.24,5.65,5.13,9565092.0,51751651.18,-0.0035963509901476565,5,2021-01-10
002357.XSHE,5.22,5.0,5.25,4.86,11677153.0,58333348.300000004,-0.002399768788111656,5,2021-01-17
002357.XSHE,5.02,4.88,5.1,4.8,10527345.0,52366564.900000006,-0.0012002197599667586,5,2021-01-24
002358.XSHE,4.64,4.77,4.77,4.32,32778478.0,149524397.01999998,0.0010889710532480112,4,2020-12-27
002358.XSHE,5.0,4.69,5.25,4.66,118623005.0,587144000.7,-0.0008117992741418778,4,2021-01-03
002358.XSHE,4.71,4.5,4.81,4.35,56605052.0,260546960.96,-0.0019015063085261463,5,2021-01-10
002358.XSHE,4.49,3.78,4.49,3.61,139566737.0,542761077.5500001,-0.007189069984872121,5,2021-01-17
002358.XSHE,3.79,3.79,3.98,3.77,73312122.0,282260505.76000005,9.899992419670767e-05,5,2021-01-24
002360.XSHE,7.66,7.4,7.91,7.22,26016679.0,197265748.89000005,-0.003413790494999458,4,2020-12-27
002360.XSHE,7.39,7.8,7.86,6.94,37513970.0,279748152.63,0.003972693710000197,4,2021-01-03
002360.XSHE,7.8,7.98,8.06,7.25,37459385.0,290735955.0,0.0017779457767996831,5,2021-01-10
002360.XSHE,8.02,7.45,8.46,7.12,56703622.0,444452617.89000005,-0.005324369010211494,5,2021-01-17
002360.XSHE,7.45,7.78,8.17,7.23,31063313.0,243309139.53999996,0.00329888071367912,5,2021-01-24
002361.XSHE,4.88,5.34,5.54,4.82,283639709.0,1504351877.06,0.004594547991299214,4,2020-12-27
002361.XSHE,5.28,5.58,5.89,5.07,196393507.0,1067885970.9999998,0.0023988072952882966,4,2021-01-03
002361.XSHE,5.52,5.02,5.85,5.01,250693677.0,1382265907.61,-0.00559569697289497,5,2021-01-10
002361.XSHE,4.96,4.53,5.25,4.41,114063397.0,554855792.76,-0.00489986193850811,5,2021-01-17
002361.XSHE,4.52,4.42,4.75,4.41,55147290.0,252955002.74,-0.0011019104289371473,5,2021-01-24
002362.XSHE,26.65,23.88,26.91,23.08,28720224.0,719002449.9599998,-0.02933508223431991,4,2020-12-27
002362.XSHE,24.13,24.44,24.56,23.03,18906519.0,449513991.8099999,0.0055743626013440295,4,2021-01-03
